com.samsung.health.water_intake,6307003,6
2020-07-18 17:22:15.010,250.0,,2020-07-18 17:22:15.367,2020-07-18 17:22:15.367,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,6909856a-db11-46aa-9f64-c2edc2c6978c,
2020-07-20 15:51:22.446,250.0,,2020-07-20 15:51:22.802,2020-07-20 15:51:22.802,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,e133dba3-0a6f-48f2-9fdc-d780852a8e64,
2020-07-20 15:51:31.571,250.0,,2020-07-20 15:51:31.928,2020-07-20 15:51:31.928,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,0b3d6874-fbb8-4c85-afae-dd854eafefd8,
2020-07-28 17:19:37.804,250.0,,2020-07-28 17:19:38.174,2020-07-28 17:19:38.174,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,cd0ce2cc-cada-420b-b444-77e09ff3d4d9,
2020-07-06 04:51:52.678,250.0,,2020-07-06 04:51:53.046,2020-07-06 04:51:53.046,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,8369b7c4-6cdc-4b34-ba92-697e983395db,
2020-07-28 17:19:36.435,250.0,,2020-07-28 17:19:36.804,2020-07-28 17:19:36.804,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,9dcd6b1b-73df-4279-9952-69082b43d30b,
2020-07-10 13:24:15.658,250.0,,2020-07-10 13:24:16.018,2020-07-10 13:24:16.018,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,9450f295-2cff-47fc-ada2-4a695f9aaf43,
2020-07-08 14:59:41.161,250.0,,2020-07-08 14:59:41.520,2020-07-08 14:59:41.520,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,c586a89d-e95f-4feb-a030-a27e2c3be6c7,
2020-07-06 17:33:45.859,250.0,,2020-07-06 17:33:46.217,2020-07-06 17:33:46.217,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,fc8b4b80-33ba-4578-96df-94e0fb847b65,
2020-07-15 15:50:43.495,250.0,,2020-07-15 15:50:43.854,2020-07-15 15:50:43.854,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,17cbe4e1-c6c3-46ed-b74f-6e5e8863b670,
2020-07-11 07:06:46.494,250.0,,2020-07-11 07:06:46.859,2020-07-11 07:06:46.859,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,a65cb4ed-d790-4673-b144-23c4a9bf4c37,
2020-07-27 13:36:21.415,250.0,,2020-07-27 13:36:21.786,2020-07-27 13:36:21.786,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,2f9ffb0d-2e18-4139-a4c2-af50d023ef84,
2020-07-07 02:42:32.086,250.0,,2020-07-07 02:42:32.454,2020-07-07 02:42:32.454,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,c6c6e5e7-25ee-4bd7-ae44-f65a87151e58,
2019-08-19 15:43:22.150,250.0,,2019-08-19 15:43:22.505,2019-08-19 15:43:22.505,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,7ae43e2c-feb8-4f8c-9dba-675b655ef5b1,
2021-04-10 17:56:22.120,250.0,,2021-04-10 17:56:22.478,2021-04-10 17:56:22.478,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,9035fc5b-3d06-4370-a0b4-4b71a03bf878,
2020-07-14 07:21:37.839,250.0,,2020-07-14 07:21:38.208,2020-07-14 07:21:38.208,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,04c8e456-3f8e-428e-a102-b0f99efccf14,
2021-04-10 17:56:21.202,250.0,,2021-04-10 17:56:21.563,2021-04-10 17:56:21.563,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,ef929c2c-9387-4709-9d58-a465f6f49b05,
2020-07-15 15:50:47.351,250.0,,2020-07-15 15:50:47.715,2020-07-15 15:50:47.715,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,cc282db4-21e9-44fa-b18e-0dc2983c5e06,
2020-07-18 13:34:43.227,250.0,,2020-07-18 13:34:43.583,2020-07-18 13:34:43.583,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,01ce771a-6c4a-4f75-a363-05d699a2ecf3,
2020-07-29 18:11:04.409,250.0,,2020-07-29 18:11:04.779,2020-07-29 18:11:04.779,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,3de89f02-769a-4881-a946-66747c84ad5e,
2020-07-15 07:40:26.629,250.0,,2020-07-15 07:40:26.986,2020-07-15 07:40:26.986,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,5a841f4e-7c81-4f70-81da-a87e6396e5f8,
2020-07-29 18:11:10.189,250.0,,2020-07-29 18:11:10.557,2020-07-29 18:11:10.557,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,79c89d74-1ec6-42d6-81e6-f71f12b20177,
2020-07-29 18:11:03.642,250.0,,2020-07-29 18:11:04.012,2020-07-29 18:11:04.012,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,96f45db0-e554-4ad9-ba2a-fdf202b9d9f6,
2021-04-10 17:56:22.589,250.0,,2021-04-10 17:56:22.947,2021-04-10 17:56:22.947,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,4fee22ae-d1b0-4411-bb72-449bea9f1af6,
2020-07-06 17:33:46.735,250.0,,2020-07-06 17:33:47.096,2020-07-06 17:33:47.096,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,f1ab3656-6416-4028-9320-cb9ee3b90165,
2020-07-13 16:50:47.161,250.0,,2020-07-13 16:50:47.527,2020-07-13 16:50:47.527,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,e98f1bf1-dff0-41ba-8ed3-da68690cdf17,
2020-07-12 07:19:28.682,250.0,,2020-07-12 07:19:29.054,2020-07-12 07:19:29.054,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,f44bdc32-0b56-48a8-977f-674137535bd8,
2020-07-15 15:50:42.976,250.0,,2020-07-15 15:50:43.357,2020-07-15 15:50:43.357,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,5322a3a8-9398-463f-9db2-0e3d7068db2e,
2020-07-20 15:51:23.294,250.0,,2020-07-20 15:51:23.654,2020-07-20 15:51:23.654,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,344368bd-46d3-47ba-984e-f6d18dde9e8d,
2020-07-14 18:24:14.287,250.0,,2020-07-14 18:24:14.643,2020-07-14 18:24:14.643,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,77acce02-e6fa-4bd3-a02c-ca406d7c105a,
2020-07-18 17:22:12.143,250.0,,2020-07-18 17:22:12.504,2020-07-18 17:22:12.504,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,cdd39223-18a6-4b13-8aa6-5dda9d1af12e,
2020-07-15 04:18:18.444,250.0,,2020-07-15 04:18:18.800,2020-07-15 04:18:18.800,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,53058508-db0d-4985-b7eb-83f9d31e71c9,
2020-07-29 18:11:02.106,250.0,,2020-07-29 18:11:02.477,2020-07-29 18:11:02.477,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,226bf1d0-a8bf-4f37-a507-50af433e410d,
2020-07-29 18:11:05.078,250.0,,2020-07-29 18:11:05.449,2020-07-29 18:11:05.449,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,41bb7b1a-28c4-4d4e-a90e-739de6fc7aaa,
2020-07-20 12:15:24.642,250.0,,2020-07-20 12:15:24.997,2020-07-20 12:15:24.997,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,75682d61-0c02-4313-81ff-5150ae62b018,
2020-07-20 15:51:27.867,250.0,,2020-07-20 15:51:28.226,2020-07-20 15:51:28.226,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,c630c7bb-e9d2-427d-8ad8-ddc8137f351e,
2020-07-08 04:19:41.570,250.0,,2020-07-08 04:19:41.929,2020-07-08 04:19:41.929,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,87458bf4-fae6-4938-a37a-ef627ad000bd,
2020-07-16 16:29:33.510,250.0,,2020-07-16 16:29:33.883,2020-07-16 16:29:33.883,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,0cf8925a-3391-428a-9835-5466022215e4,
2020-07-13 10:04:09.237,250.0,,2020-07-13 10:04:09.593,2020-07-13 10:04:09.593,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,fb7acf57-4ba2-46df-8c54-3f788fc93865,
2020-07-14 18:24:15.751,250.0,,2020-07-14 18:24:16.112,2020-07-14 18:24:16.112,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,5cb067fb-39bf-41c2-906e-9378a7c745e3,
2020-07-18 17:22:14.519,250.0,,2020-07-18 17:22:14.883,2020-07-18 17:22:14.883,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,883b03ff-c4bf-4579-92b6-6568a2b15516,
2020-07-27 13:36:07.995,250.0,,2020-07-27 13:36:08.363,2020-07-27 13:36:08.363,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,ec6ec93e-dc9a-4181-8c96-8a6af1e499f2,
2019-08-19 15:43:28.710,250.0,,2019-08-19 15:43:29.067,2019-08-19 15:43:29.067,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,5dcac876-2d35-421b-b55b-e0be4c4d0d03,
2020-07-11 07:06:48.801,250.0,,2020-07-11 07:06:49.158,2020-07-11 07:06:49.158,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,77743c31-b05d-4267-af69-2e602944b997,
2020-07-27 13:36:20.415,250.0,,2020-07-27 13:36:20.782,2020-07-27 13:36:20.782,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,a2d680e8-0933-44c6-afd1-2e8486b69d63,
2020-07-28 13:19:57.974,250.0,,2020-07-28 13:19:58.331,2020-07-28 13:19:58.331,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,d3597af9-b9ee-47cb-8d05-8abb01587712,
2020-07-09 04:25:44.081,250.0,,2020-07-09 04:25:44.440,2020-07-09 04:25:44.440,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,4843dbdf-985b-4ce9-b9d2-30b398afd55a,
2020-07-28 13:20:01.572,250.0,,2020-07-28 13:20:01.936,2020-07-28 13:20:01.936,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,4163e55d-ed36-4d3c-aa94-828393ef7dc2,
2019-08-19 15:43:28.030,250.0,,2019-08-19 15:43:28.404,2019-08-19 15:43:28.404,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,e0c62840-46ce-4523-999d-b2326b245270,
2020-07-17 04:28:16.017,250.0,,2020-07-17 04:28:16.375,2020-07-17 04:28:16.375,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,de8a767b-5d97-450c-9e78-32f4b92adb4e,
2021-04-10 17:56:16.880,250.0,,2021-04-10 17:56:17.263,2021-04-10 17:56:17.263,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,f6014c49-1702-426a-abe8-f09b1d952993,
2019-08-19 15:43:30.363,250.0,,2019-08-19 15:43:30.718,2019-08-19 15:43:30.718,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,fcc4b241-67e4-4c4e-b77c-6b544ea81caa,
2020-07-07 02:42:16.858,250.0,,2020-07-07 02:42:17.230,2020-07-07 02:42:17.230,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,a677d07b-4d6b-4892-9e0b-65949af18d4e,
2020-07-12 07:19:29.501,250.0,,2020-07-12 07:19:29.857,2020-07-12 07:19:29.857,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,aac98cee-bf08-4fb7-a955-b3cdb591cc92,
2019-08-19 15:43:20.898,250.0,,2019-08-19 15:43:21.253,2019-08-19 15:43:21.253,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,f0f210cd-eaca-46e8-b616-e74248d2ab84,
2020-07-16 05:04:02.640,250.0,,2020-07-16 05:04:03.005,2020-07-16 05:04:03.005,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,59593ba1-151d-4410-8b44-8d46adf548f5,
2020-07-13 13:31:51.955,250.0,,2020-07-13 13:31:52.316,2020-07-13 13:31:52.316,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,3bb8eead-cc4b-48ac-a75c-4998dcc9064e,
2020-07-28 17:19:35.597,250.0,,2020-07-28 17:19:35.971,2020-07-28 17:19:35.971,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,738128a0-9644-4470-ba72-aa6a1e0dee3d,
2020-07-08 07:14:32.285,250.0,,2020-07-08 07:14:32.657,2020-07-08 07:14:32.657,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,b1160473-81a2-464a-bfd2-55b949bb3d13,
2020-07-11 07:06:47.796,250.0,,2020-07-11 07:06:47.857,2020-07-11 07:06:47.857,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,45e188fa-d358-4dce-a112-49b150b8f096,
2020-07-28 17:19:37.050,250.0,,2020-07-28 17:19:37.422,2020-07-28 17:19:37.422,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,f36d180b-f03a-46a0-85dc-5432cca69a42,
2020-07-14 18:24:13.137,250.0,,2020-07-14 18:24:13.518,2020-07-14 18:24:13.518,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,fec85341-0d9f-4077-9137-7ae7cca9672d,
2020-07-10 03:51:15.827,250.0,,2020-07-10 03:51:16.185,2020-07-10 03:51:16.185,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,8d48023d-354b-4854-bb4d-cf03666e1f8b,
2020-07-09 07:21:10.554,250.0,,2020-07-09 07:21:10.912,2020-07-09 07:21:10.912,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,7982f923-cfdc-42d8-b80d-38e8274861d6,
2019-08-19 15:43:21.686,250.0,,2019-08-19 15:43:22.041,2019-08-19 15:43:22.041,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,16b77e1a-6699-4220-8950-137d07d5f2a6,
2020-07-27 13:36:05.206,250.0,,2020-07-27 13:36:05.576,2020-07-27 13:36:05.576,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,f7945313-9501-44f7-b0e8-f5a40c269e47,
2020-07-29 18:11:01.386,250.0,,2020-07-29 18:11:01.745,2020-07-29 18:11:01.745,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,22782e4b-21ed-42cd-8244-5c64aeccd117,
2020-07-14 07:21:34.932,250.0,,2020-07-14 07:21:35.293,2020-07-14 07:21:35.293,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,ac807fb0-71d8-4c88-9015-cabc7f5515d9,
2020-07-09 16:36:09.546,250.0,,2020-07-09 16:36:09.907,2020-07-09 16:36:09.907,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,a1f2ecc6-78c0-42fa-9cd8-0bb9daa62396,
2021-04-10 17:56:15.502,250.0,,2021-04-10 17:56:15.859,2021-04-10 17:56:15.859,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,6ab93d08-850e-456e-a3f9-80ce76d063f8,
2020-07-29 18:11:05.830,250.0,,2020-07-29 18:11:06.201,2020-07-29 18:11:06.201,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,c71df48c-4882-4597-80c0-dbe20f8a8ce8,
2020-07-14 18:24:17.317,250.0,,2020-07-14 18:24:17.672,2020-07-14 18:24:17.672,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,6d716efc-5db9-44ef-a2ec-1cf97b0af745,
2020-07-07 13:59:48.881,250.0,,2020-07-07 13:59:49.237,2020-07-07 13:59:49.237,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,bf7f9c6b-9522-4fc3-b561-c4a799360a53,
2020-07-28 13:19:59.712,250.0,,2020-07-28 13:20:00.083,2020-07-28 13:20:00.083,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,50d06fb3-997c-48a3-a68c-21fdbd98757d,
2020-07-08 15:34:59.038,250.0,,2020-07-08 15:34:59.400,2020-07-08 15:34:59.400,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,9bb1c77e-7f3a-4f0a-8598-e916a98937ef,
2020-07-09 13:23:36.594,250.0,,2020-07-09 13:23:36.980,2020-07-09 13:23:36.980,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,235fddf4-b5cc-4c79-908d-6069b2260bdc,
2020-07-18 05:10:54.228,250.0,,2020-07-18 05:10:54.586,2020-07-18 05:10:54.586,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,667dd682-af70-486b-a10f-47d714e0bd4a,
2020-07-18 08:37:39.398,250.0,,2020-07-18 08:37:39.775,2020-07-18 08:37:39.775,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,67a248be-27b4-414d-9d97-be44d0a173e6,
2020-07-09 07:21:11.805,250.0,,2020-07-09 07:21:12.164,2020-07-09 07:21:12.164,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,74bff66c-c6ea-4842-9909-925be71a6922,
2020-07-14 18:24:14.981,250.0,,2020-07-14 18:24:15.351,2020-07-14 18:24:15.351,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,05bbb087-83bb-47e7-a8c3-a0f6bf8e20f0,
2020-07-28 13:20:04.240,250.0,,2020-07-28 13:20:04.606,2020-07-28 13:20:04.606,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,51773b5f-a4eb-47a6-981c-ada12e92b6e8,
2020-07-20 15:51:32.395,250.0,,2020-07-20 15:51:32.751,2020-07-20 15:51:32.751,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,cef701b2-f3ad-4395-b5f2-1d496fa3a5fe,
2020-07-12 14:40:36.973,250.0,,2020-07-12 14:40:37.329,2020-07-12 14:40:37.329,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,98be9f18-47a1-4ca6-a75a-388b48584e60,
2020-07-18 05:10:52.644,250.0,,2020-07-18 05:10:53.026,2020-07-18 05:10:53.026,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,ae83e96e-75a3-4c70-b44b-f149e44e78ae,
2020-07-28 13:20:00.594,250.0,,2020-07-28 13:20:00.965,2020-07-28 13:20:00.965,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,bbca0c74-2e50-4449-9f1e-f974dab0cf97,
2020-07-13 10:04:09.679,250.0,,2020-07-13 10:04:10.036,2020-07-13 10:04:10.036,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,91aae6ad-2b66-4a2a-9a59-5391e0150a8f,
2020-07-13 10:04:10.206,250.0,,2020-07-13 10:04:10.561,2020-07-13 10:04:10.561,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,9ce4dba0-0b8e-48b5-bfeb-be45fca02409,
2021-04-10 17:56:21.653,250.0,,2021-04-10 17:56:22.010,2021-04-10 17:56:22.010,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,6db1c1ba-cad9-4ede-b81a-7f8fd099d30c,
2021-04-10 17:56:18.266,250.0,,2021-04-10 17:56:18.622,2021-04-10 17:56:18.622,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,05b31f36-2bd3-48de-a89e-02155ea06e4c,
2020-07-09 04:25:44.555,250.0,,2020-07-09 04:25:44.912,2020-07-09 04:25:44.912,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,303dade8-2b9c-45f3-ad98-0161c54add30,
2020-07-10 07:33:16.994,250.0,,2020-07-10 07:33:17.348,2020-07-10 07:33:17.348,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,f462f837-967b-4d73-ae3a-23b57820dabe,
2020-07-10 07:33:15.812,250.0,,2020-07-10 07:33:16.172,2020-07-10 07:33:16.172,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,9cffea01-663b-4625-ba45-ccdf206fd720,
2020-07-14 07:21:38.892,250.0,,2020-07-14 07:21:39.254,2020-07-14 07:21:39.254,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,6c02e588-d987-4b82-82e7-19a94f3d4038,
2020-07-13 04:07:39.918,250.0,,2020-07-13 04:07:40.275,2020-07-13 04:07:40.275,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,fb60583a-c348-4a13-b8e7-83d3403cb37f,
2020-07-20 12:15:21.166,250.0,,2020-07-20 12:15:21.520,2020-07-20 12:15:21.520,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,04c3cb38-2f11-4199-b948-6709ae72d84a,
2020-07-08 07:14:32.817,250.0,,2020-07-08 07:14:33.175,2020-07-08 07:14:33.175,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,f6543aa2-cf8b-4479-b67a-7984267a3886,
2021-04-10 17:56:14.842,250.0,,2021-04-10 17:56:15.207,2021-04-10 17:56:15.207,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,8c78f880-4baf-4355-8737-f344ebf2a496,
2019-08-19 15:43:29.479,250.0,,2019-08-19 15:43:29.855,2019-08-19 15:43:29.855,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,bf3402fb-ee5f-43e1-a55e-908ca39fd785,
2020-07-29 18:11:08.652,250.0,,2020-07-29 18:11:09.021,2020-07-29 18:11:09.021,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,3ba03d9d-059e-4a9f-8060-0625e00c0fdd,
2020-07-08 16:05:26.707,250.0,,2020-07-08 16:05:27.065,2020-07-08 16:05:27.065,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,8b943c91-ccbc-4dec-a3d6-5f05cb54685b,
2020-07-16 16:29:37.559,250.0,,2020-07-16 16:29:37.920,2020-07-16 16:29:37.920,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,49e92aaf-e3c6-4e50-8fc1-722616d82276,
2020-07-27 13:36:08.745,250.0,,2020-07-27 13:36:09.123,2020-07-27 13:36:09.123,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,fbb6cb14-5779-493b-a466-49b470cd65ee,
2020-07-18 17:22:12.908,250.0,,2020-07-18 17:22:13.268,2020-07-18 17:22:13.268,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,5acdf600-da6b-4c22-aac5-02aeca4c77a1,
2020-07-14 18:24:16.886,250.0,,2020-07-14 18:24:17.247,2020-07-14 18:24:17.247,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,5ccccc55-a8f7-4f01-b9f8-89ee7a496eaf,
2020-07-16 16:29:38.222,250.0,,2020-07-16 16:29:38.579,2020-07-16 16:29:38.579,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,6e8338c8-8d31-4ff4-a812-78a2f1224ba2,
2020-07-15 15:50:41.656,250.0,,2020-07-15 15:50:42.015,2020-07-15 15:50:42.015,,,UTC+0530,NCYwqyvfDX,250.0,,com.sec.android.app.shealth,49ad5c88-fdc8-4e42-b4d4-c464a852997d,
2024-01-18 04:10:45.661,250.0,,2024-01-18 04:10:45.664,2024-01-18 04:10:45.664,,,UTC+0530,ZYfDZ77fyr,250.0,,com.sec.android.app.shealth,d1d6117b-5989-4fa3-a1cb-dfac98b9ff99,
2024-01-18 04:10:49.141,250.0,,2024-01-18 04:10:49.144,2024-01-18 04:10:49.144,,,UTC+0530,ZYfDZ77fyr,250.0,,com.sec.android.app.shealth,d5adf969-d4f3-4fb9-a27b-fe71ab3a35bf,
2024-01-18 04:10:50.699,250.0,,2024-01-18 04:10:50.703,2024-01-18 04:10:50.703,,,UTC+0530,ZYfDZ77fyr,250.0,,com.sec.android.app.shealth,d6e67dc6-2cf6-4ec0-a7bc-3af5254fe130,
2024-01-18 04:10:51.812,250.0,,2024-01-18 04:10:51.814,2024-01-18 04:10:51.814,,,UTC+0530,ZYfDZ77fyr,250.0,,com.sec.android.app.shealth,9f3e6cf6-d389-43e1-bf5c-e8b80038ad56,
